Date,Location,Latitude,Longitude,Operator,Route,Type,Aboard,Fatalities,Ground
05-09-1957,"Barajas, Madrid, Spain",40.4653704,-3.5951518,Aviaco,Santiago de Compostella - Madrid,Bristol 170 Freighter,37,37,0
05/13/1957,"Near San Carlos de Bariloche, Argentina",-41.1334722,-71.3102778,Lineas Aereas del Estado,,Vickers 615 Viking 1B,16,16,0
05/13/1957,"Narsarressuak, Greenland",61.156703,-45.4254299,U.S. Overseas Airways,,Douglas DC-4,3,2,0
05/13/1957,"New Delhi, India",28.6139391,77.2090212,Indian Airlines,,Douglas DC-3,2,2,3
06/14/1957,"Near Moscow, Russia",55.755826,37.6173,LOT Polish Airlines,Warsaw - Moscow,Ilyushin P-14,13,9,0
06/18/1957,"Bodensee, Switzerland",47.6363377,9.3892445,Swissair,Training,Douglas C-47B,9,9,0
06/22/1957,"Near Clarksburg, Maryland",39.2387164,-77.2794288,Capital Airlines,Training,Douglas C-47A,3,3,0
06/23/1957,"Port Hardy, BC, Canada",50.7207083,-127.4968729,Queen Charlotte Airlines,Port Hardy - Vancouver,Douglas DC-3,18,14,0
07-01-1957,"Bay of Bengal, Pakistan",30.375321,69.345116,Pakistan International Airlines,,Douglas DC-3,24,24,0
07/16/1957,"Near Biak, Indonesia",-1.0381022,135.9800848,KLM Royal Dutch Airlines,Mokmer - Manila,Lockheed 1049C Super Constellation,68,58,0
07/25/1957,"Daggett, California",34.8640316,-116.888098,Western Airlines,Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA,Convair CV-240,16,1,0
08-11-1957,"Near Issoudun, Quebec, Canada",46.5754417,-71.6196679,Maritime Central Airways,Reykjavík - Montreal,Douglas DC-4,79,79,0
08/15/1957,"Copenhagen, Denmark",55.6760968,12.5683371,Aeroflot,Riga - Copenhagen,Ilyushin IL-14P,23,23,0
08/20/1957,"Assam, India",26.2006043,92.9375739,Indamer,,Douglas DC-3,8,8,0
08/29/1957,"Near Juticalpa, Honduras",14.6572108,-86.2107672,Sahsa Airlines,,Douglas DC-3,12,12,0
09-03-1957,"Niquitao, Venezuela",9.1125961,-70.4022789,Avensa,Maiquetia - Barinas,Douglas DC-3,8,8,0
09/15/1957,"New Bedford, Massachusett",41.6362152,-70.934205,Northeast Airlines,Martha's Vineyard - New Bedford,Douglas DC-3,24,12,0
09/18/1957,"Montevideo,  Uruguay",-34.9055016,-56.1851147,REAL,San Pablo - Porto Alegre - Montevideo,Convair CV-440-62,35,1,0
09/28/1957,,,,British European Airways,,de Havilland DH-114 Heron,3,3,0
10-03-1957,"Beirut, Lebanon",33.8937913,35.5017767,Lebanese International Airways,Beirut - Kuwait City,Curtiss C-46A-45-CU,27,27,0
10/23/1957,"Belfast, Ireland",54.597285,-5.93012,British European Airways,London - Belfast,Vickers 802 Viscount,7,7,0
10/28/1957,"Madrid, Spain",40.4167754,-3.7037902,Iberia Airlines,Tanger - Madrid,Douglas DC-3,21,21,0
10/30/1957,"Near Campeche, Mexico",19.8301251,-90.5349087,Transportes Aereos Mexicanos,,Fairchild C-82A,3,3,0
11-06-1957,"Bristol, England",51.454513,-2.58791,Bristol Aeroplane Co.,,Bristol Britannia 175,15,15,0
11-09-1957,"900 miles E of Honolulu, Hawaii, PacifiOcean",21.3098845,-157.8581401,Pan American World Airways,San Fransisco - Honolulu,Boeing - 377-10-29 Stratocruiser,44,44,0
11/15/1957,"Near Palma de Mallorca, Spain",39.5696005,2.6501603,Aviaco,Barcelona - Palma de Mallorca,de Havilland DH-114 Heron 2D,4,4,0
11/15/1957,"Chessell Down Hants, England",50.7574438,-1.6558239,Aquilla Airways,Southhampton - Lisbona,Short Solent 3 (flying boat),58,43,0
11/21/1957,"Christchurch, New Zealand",-43.5320214,172.6305589,Straits Air Freight Express,Paraparaumu - Timaru,Bristol 170 Freighter 31,4,4,0
12-08-1957,"Bolivar, Argentina",-36.2383284,-61.2335592,Aerolineas Argentinas,Buenos Aires - San Carlos,Douglas DC-4,61,61,0
12-10-1957,"Jeannine Lake, Quebec, Canada",56.2026849,-74.5620848,Northern Wings,,Douglas C-47A,3,3,0
12-11-1957,"Ozamis City, Philippines",8.162411,123.7741195,Philippine Air Lines,Ozamis City - Pagadian,de Havilland Canada DHC-3 Otter,12,2,0
12/23/1957,"Stansted, England",51.9035908,0.1938414,Scottish Airlines,Malta - London,Avro 685 York C-1,4,4,0
12/23/1957,"Off Oahu, Hawaii",21.4389123,-158.0000565,Military - U.S. Navy,,Lockheed WV-2,23,19,0
12/31/1957,"Buenos Aires, Argentina",-34.6036844,-58.3815591,Aerolineas Argentinas,Buenos Aires - Rosario - Corrientes,Short Sunderland,51,9,0
01/16/1958,"Belem, Brazil",-1.4563432,-48.501299,Cruzeiro,,Fairchild C-82A,3,3,0
01/20/1958,"Near La Paz, Bolivia",-16.489689,-68.1192936,TAM (Bolivia),Tipuani - La Paz,Douglas DC-3,11,11,0
02-01-1958,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Loide Aéreo Nacional,Rio de Janerio - Fortaleza,Douglas DC-4,67,5,0
05/15/1958,"New Delhi, India",28.6139391,77.2090212,Pakistan International Airlines,Dehli - Karachi,Convair CV-240-7,38,21,2
02-01-1958,"Norwalk, California",33.9022367,-118.081733,Military - U.S.  Air Force / Military - U.S. Navy,Long Beach - McGuire AFB,Douglas C-118A / Lockheed P2V-5F,49,47,1
02-06-1958,"Munich, Germany",48.1351253,11.5819806,British European Airways,Munich - Manchester,Airspeed Ambassador A5-57,44,23,0
02/19/1958,"Motu Taoru, France",46.227638,2.213749,Réseau Aérien Interinsulaire,,Consolidated PBY-5A  Catalina,15,15,0
02/20/1958,"Off Corvo Island, Azores",39.7023111,-31.1080244,Military - U.S. Navy,,Lockheed WV-2,22,22,0
02/27/1958,"Horwich, Lancs, England",53.598398,-2.554762,Silver City Airways,Isle of Man - Manchester,Bristol 170 Freighter 21,42,35,0
03-07-1958,"Off Ryukyu Islands, Okinawa",26.3343533,127.8056058,Military - U.S. Marine Corps/Military - U.S. Marine Corps,,Fairchild R4Q / Dougas AD-6 skyraider,26,26,0
03-07-1958,"Menzalah Lake, Egypt",26.820553,30.802498,Misrair,Athens - Cairo,Vickers 628 Viking 1B,26,8,0
03/22/1958,"Grants, New Mexico",35.14726,-107.8514466,Private,,Lockheed 18 Lodestar,4,4,0
03/24/1958,"Near Kathmandu, Nepal",27.7172453,85.3239605,Indian Airlines,Simra - Kathmandu,Douglas DC-3,20,20,0
03/25/1958,"Miami, Florida",25.7616798,-80.1917902,Braniff Airlines,,Douglas DC-7-C,24,9,0
03/27/1958,"Bridgeport, Texas",33.2101155,-97.7547552,Military - U.S. Air Force/Military - U.S. Air Force,,Douglas C-124C / Fairchild C-119C,18,18,0
04-02-1958,"Quito, Ecuador",-0.1806532,-78.4678382,Transportes Aereos Orientales,Quito - Esmeraldas,Junkers JU-52/3m,14,3,0
04-06-1958,"Freeland, Michigan",43.5250265,-84.1227598,Capital Airlines,New York - Detroit - Saginaw - Chicago,Vickers Viscount 745D,47,47,0
04-07-1958,"Mt. Illiniza, Ecuador",-0.6633333,-78.715,AREA,Guayaquil - Quito,Douglas DC-3,32,32,0
04/14/1958,"Off Castell de Fels, Spain",41.2800161,1.9766294,Aviaco,Zaragoza - Barcelona,de Havilland DH-114 Heron 2D,16,16,0
04/21/1958,"Near Sloan, 10 miles SW of Las Vegas, Nevada",36.2713377,-115.2363395,United Air Lines / Military - U.S. Air Force,Los Angeles - New York City,Douglas DC-7 / F-100F,49,49,0
05/18/1958,"Near Casablanca, Morocco",33.5731104,-7.5898434,Sabena,Lisbon - Leopoldville,Douglas DC-7C,65,61,0
05/20/1958,"Brunswick, Maryland",39.3142682,-77.6277679,Capital Airlines / Military - Air National Guard,Pittsburgh - Baltimore,Vickers Viscount 745D / T-33A,11,11,0
05/25/1958,"Gurgaon, India",28.4594965,77.0266383,Dan-Air Services,,Avro 685 York C-1,5,4,0
05/31/1958,"SW of Algiers, Algeria",36.753768,3.0587561,Air France,Algier - Colomb-Bechar - Tindouf,Douglas DC-3,15,15,0
05/31/1958,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Paraense Transportes Aéreos,,Curtiss C-46D,4,4,0
06-02-1958,"Manila, Philippines",14.5995124,120.9842195,Pan American World Airways,San Francisco - Singapore,Boeing 377 Stratocruiser 10-26,57,1,0
06-02-1958,"Near Guadalajara, Mexico",20.6596988,-103.3496092,Aeronaves de Mexico,Guadalajara - Mexico City,Lockheed 749A Constellation,45,45,0
06-04-1958,"Martinsburg, West Virginia",39.4562099,-77.9638869,Capital Airlines,Training,Douglas DC-3,3,1,0
06/16/1958,"Curitiba, Brazil",-25.4372382,-49.2699727,Cruzeiro,Florianopolis - Curitiba,Convair CV-440-59,27,19,0
06/25/1958,"Mohanbari, India",28.4785122,76.3933902,Indian Airlines,,Douglas C-47A,7,7,0
06/27/1958,"Near Chicopee Falls, Massachusetts",42.1520377,-72.5759218,Military - U.S. Air Force,Westover AFB - London,Boeing KC-135A,15,15,0
07-09-1958,"Dhaka, Baangladesh",23.810332,90.4125181,Indian Airlines,,Douglas C-47A,3,3,0
08-09-1958,"Benghazi, Libya",32.1194242,20.0867909,Central African Airways,Wadi Halfa - Benina,Vickers Viscount 748D,54,36,0
08-12-1958,"Sakiya Saugye, Japan",36.204824,138.252924,All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,33,33,0
08-12-1958,"Maraso Bay, Brazil",-0.9401984,-49.6393095,LANSA,,Douglas DC-4,10,10,0
08/14/1958,"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",53.274001,-9.0512662,KLM Royal Dutch Airlines,Amsterdam - Shannon - Gander - New York,Lockheed 1049H Super Constellation,99,99,0
08/15/1958,"Nantucket, Massachusett",41.2834704,-70.099451,Northeast Airlines,New York City - Nantucket,Convair CV-240-2,34,24,0
08/15/1958,"Near Chita, Russia",52.0515032,113.4711906,Aeroflot,,Tupolev TU-104-A,64,64,0
09-02-1958,"Sasnashen, Russia",61.52401,105.318756,Military - U.S. Air Force,,Lockheed C-130A-II Hercules,17,17,0
09-02-1958,"London, England",51.5072178,-0.1275862,Independent Air Travel,,Vickers 621 Viking 1,3,3,4
09-02-1958,Off Guam,13.444304,144.793731,Military - U.S. Air Force,Guam - Clark AB,Douglas C-124C Globemaster,19,19,0
09-05-1958,"Campina Grande, Brazil",-7.2206167,-35.8888328,Loide Aereo Nacional,,Curtiss C-46A-CU,18,13,0
09-08-1958,"Near Fairchild AFB, Washington DC",38.9071923,-77.0368707,Military - U.S. Air Force / U.S. Air Force,,Boeing B-52 / Boeing B-52,16,13,0
09-09-1958,"Mount Oyama, Japan",34.0788424,139.5178185,Flying Tiger Line,,Lockheed L-1049H Super Constellation,8,8,0
09/15/1958,"Triel, France",48.9817076,2.0054541,Military - U.S. Air Force,,Lockheed C-130A Hercules,15,15,0
09/29/1958,Over the Mediterranean Sea,34.5531284,18.0480105,Middle East Airlines,Beirut - Rome,Avro 685 York I,5,5,0
10-09-1958,"Payette, Idaho",44.0782195,-116.9337711,Military - U.S. Air Force,,Fairchild C-123 Provider,19,19,0
10/14/1958,"Mt. Alto del Cedro, Venezuela",11.15,-72.2422222,Linea Aeropostal Venezolana,,Lockheed 1049E Super Constellation,23,23,0
10/15/1958,"Villa Montes, Bolivia",-21.2600046,-63.4580702,TAM (Bolivia),Fortin Campero - Tarija,Douglas C-47A,20,20,0
10/17/1958,"Near Kanash, Russia",55.5096,47.4993967,Aeroflot,Peking - Moscow,Tupolev TU-104A,80,80,0
10/18/1958,"Placentia Bay, Canada",47.1030065,-54.1859324,Military - U.S. Navy,"Patuxent River, NAS - Argentia,NAS",Lockheed WV-2 Super Constellation,29,11,0
10/22/1958,"Anzio, Italy",41.4495955,12.6197253,British European Airways,London - Napoli,Vickers Viscount 701C,31,31,0
11-01-1958,"Nipe Bay, Cuba",20.7546215,-75.737149,Cubana de Aviacion,Miami - Varadero,Vickers Viscount 755D,20,17,0
11-03-1958,"Near Roccatamburo di Poggiodomo, Italy",42.7376608,12.9364422,Yemen Airlines,Rome - Belgrade,Douglas C-47-DL,8,8,0
11-08-1958,"La Paz, Bolivia",-16.489689,-68.1192936,TAM (Bolivia),San Borja - La Paz,Douglas DC-3,3,3,0
11-09-1958,North AtlantiOcean,35.746512,-39.462891,ARTOP Aerotopografica LDA,Cabo Ruivo - Funchal,Martin Mariner,36,36,0
11/16/1958,"Fort Collins, Colorado",40.5852602,-105.084423,Capitol Airways,,Curtiss C-46F,2,2,0
12-04-1958,"Guadarrama Mountains, Spain",40.8509017,-3.9499712,Aviaco,Vigo - Madrid,SNCASE Languedoc,21,21,0
12/24/1958,"Winkton, England",50.764107,-1.771998,BOAC,Test,Bristol 175 Britannia 312,12,9,0
12/26/1958,"Salisbury, Zimbabwe",-17.8216288,31.0492259,Union Aeromaritime de Transport,Johannesberg - Salisbury - Brazzaville - Nice - Paris,Douglas DC-6B,70,3,0
12/30/1958,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,VASP,Rio de Janeiro - Sao Paulo,Saab Scandia,37,21,0
01/13/1962,"Near Tippi, Ethiopia",7.1966596,35.4288797,Ethiopian Airlines,Tippi - Jimma,Douglas DC-3,18,5,1
01-06-1959,"Mt. Pena Blanca, Guatemala",15.166667,-88.966667,Sahsa Airlines,Copan - Nuovo Octopeque,Douglas DC-3,5,5,0
01-08-1959,"Mt. Holston, Tennessee",36.4624983,-82.1933875,Southeast Airlines,Nashville - Knoxville - Tri-City Aport,Douglas DC-3,10,10,0
01-11-1959,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Lufthansa,Hamburg - Rio de Janeiro,Lockheed 1049G Super Constellation,39,36,0
01/14/1959,"Panther Peak, California",40.0612579,-123.7003042,California Air Freight,"Burbank, CA - Seattle, WA",Curtiss C-46F,2,2,0
01/16/1959,"Off Mar del Plata, Argentina",-38.0054771,-57.5426106,Austral Lineas Aeras (Argentina),Buenos Aires - Mar del Plata,Curtiss C-46A-50-CU,52,51,0
01/21/1959,"Near Merida, Venezuela",8.5698244,-71.1804988,Linea Expresa Bolivar,Merida - Lagunillas,Curtiss C-46D-15-CU,4,4,0
01/22/1959,"Dabouk, Jordan",31.9891204,35.806491,Air Jordan,Jerusalem - Dobouk,Convair CV-240-2,15,10,0
01/27/1959,"Brindisi, Italy",40.6327278,17.9417616,Air Charter,,Avro 688,6,2,0
02-01-1959,"Kerrville, Texas",30.0474332,-99.1403189,General Airways,"Pueblo, CO - San Antoonio, TX",Douglas DC-3,28,3,0
02-03-1959,"Mason City, Iowa",43.1535728,-93.2010367,Dwyer Flying Service - Private Charter,Mason City - Fargo,Beechcraft Bonanza 35,4,4,0
02-03-1959,"La Guardia Airport, New York, NY",40.7769271,-73.8739659,American Airlines,Chicago - New York City,Lockheed  188A Electra,73,65,0
02/17/1959,"Gatwick, Surrey, England",51.3147593,-0.5599501,Turkish Airlines (THY),Ankara - Istanbul -  London,Vickers Viscount 794D,24,14,0
02/18/1959,"Belen, Chile",-18.4684987,-69.5154624,Southern Cross Airways,"Arica, Colombia - Puerto Suarez, Bolilvia",Curtiss C-46A,5,5,0
11/21/1959,"Beirut, Lebanon",33.8937913,35.5017767,Ariana Afghan Airlines,Beirut - Tehran,Douglas DC-4,27,24,0
03-05-1959,"Managua, Nicaragua",12.1149926,-86.2361744,TACA,Las Mercedes - Tegucigalpa,Vickers Viscount 763,19,15,0
03-12-1959,"Tobu, India",20.593684,78.96288,Indian Airlines,,Douglas C-47A,7,5,0
03/13/1959,"Mahon, Spain",39.9148178,4.2230836,Aviaco,Palma de Mallorca - Mahon,Bristol 170 Freighter 21E,18,1,0
03/29/1959,"Near Banga, Central African Republic",4.0556723,16.1092127,Union Aeromaritime de Transport,,Nord 2501 Noratlas,9,9,0
03/29/1959,"Near Silchar, India",24.8332708,92.7789054,Indian Airlines,Dum Dum - Agartala-Singerbhil - Kumbhirgram,Douglas DC-3,24,24,0
03/30/1959,"Alma, Georgia",31.5393701,-82.4623557,Riddle Airlines,"Orlando, FL - Atlanta, GA",Curtiss C-46A,2,2,0
04/17/1959,"Puerto Kino, Mexico",19.3692784,-99.2336903,Tigres Voladores,Mexicale - Guaymas,Curtiss C-46F-1-CU,26,26,0
04/23/1959,"Van, Turkey",38.5012085,43.3729793,Air Charter,"Ankara, Turkey - Bahrain",Avro 688 Super Trader,12,12,0
04/29/1959,"Valdemeca, Spain",40.2249037,-1.7435392,Iberia Airlines,Barcelona - Madrid,Douglas DC-3,28,28,0
05-02-1959,"Mallorca, Spain",39.6952629,3.0175712,Austria-Flugdienst,Palma de Mallorca - Wien,Douglas DC-3,5,5,0
05-12-1959,"Charleston, West Virginia",38.3498195,-81.6326234,Capital Airlines,Pittsburg - Charleston,Lockheed C-69 Constellation,44,2,0
05-12-1959,"Chase, Maryland",39.3622348,-76.3692987,Capital Airlines,New York City - Atlanta,Vickers Viscount 745D,31,31,0
05/13/1959,"Near Toumavista, Peru",-8.929933,-74.7059059,Transportes Aereos Peruanas,Lima - Pucallpa,Curtiss C-46A,12,12,0
05/15/1959,"Off Mar del Plata, Aregntina",-38.0054771,-57.5426106,Aerolineas Argentinas,Mar del Plata - Bahia Blanca,Douglas DC-3,10,10,0
05/21/1959,"Moro, Peru",-9.189967,-75.015152,Lineas Aéreas Interpolar,Talara  - Arica,Curtiss C-46A-50-CU,8,8,0
06-01-1959,Nicaragua,12.865416,-85.207229,Aerolineas Nacionales,,Curtiss C-46,60,60,0
06/23/1959,"Cerros Baco, Peru",-10.4333333,-77.85,AVIANCA,Bogota - Lima,Douglas DC-4,14,14,0
06/26/1959,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",45.8205989,8.8250576,Trans World Airlines,Milan - Paris,Lockheed 1649A Starliner,68,68,0
06/30/1959,"Ishikawa City, Ryukyu Island, Okinawa",36.3260317,136.5289653,Military - U.S. Air Force,,North American F-100D-25NA,1,0,17
08-03-1959,"Sagone, India",20.593684,78.96288,Kalinga Airlines,Mohanbari - Along,Douglas DC-3,6,6,0
08/14/1959,"Karachi, Pakistan",24.8607343,67.0011364,Pakistan International Airlines,,Vickers 815 Viscount,3,2,0
08/15/1959,"Calverton, New York",40.9064873,-72.7434331,American Airlines,Training,Boeing 707-123,5,5,0
08/19/1959,"Near Barcelona, Spain",41.3873974,2.168568,Transair,Barcelona - London,Douglas DC-3,32,32,0
08/27/1959,"Near Asuncion, Paraguay",-25.2637399,-57.575926,Aerolineas Argentinas,,de Havilland DH-106 Comet 4,50,2,0
09-02-1959,"Abilene, Texas",32.4487364,-99.7331439,Aaxico Airlines,"Abilene, TX - Forth Worth, TX",Curtiss C-46A,2,2,0
09-08-1959,"Poza Rica, Mexico",20.5270592,-97.4629119,Mexicana,Mexico City - Merida,Douglas DC-3,16,1,0
09-12-1959,"Near Tegucigalpa, Honduras",14.065049,-87.1715002,Pan American World Airways,San Salvador - Miami,Douglas DC-4,3,3,0
09/23/1959,"Sao Paulo, Brazil",-23.5557714,-46.6395571,VASP,Sao Paulo - Rio de Janeiro,Saab Scandia 90A-1,20,20,0
09/24/1959,"Bordeaux, France",44.837789,-0.57918,T.A. Intercontinentaux (France),Bordeaux - Bamako,Douglas DC-7C,65,53,0
09/24/1959,"Great Sitkin Island, Alaska",52.0630435,-176.0965562,Reeve Aleutian Airlines,Shemya - Cold Bay - Adak - Anchorage,Douglas C-54B,16,16,0
09/29/1959,"Buffalo, Texas",31.4637866,-96.0580197,Braniff Airlines,Houston - Dallas,Lockheed 188A Electra,34,34,0
10/26/1959,"Santa Maria, California",34.9530337,-120.4357191,PacifiAir Lines,Los Angeles - Oxnard - Santa Maria - Paso Robles,Douglas C-47A-DL,19,1,1
10/29/1959,"Athens, Greece",37.9838096,23.7275388,OlympiAirways,Athens - Thessaloniki,Douglas DC-3,18,18,0
10/30/1959,"Waynesborough, Virginia",38.0684692,-78.8894682,Piedmont Airlines,"Washington DC - Charlottsville, VA",Douglas DC-3,27,26,0
11-04-1959,"St. Cleophas, Quebec, Canada",48.4923058,-67.743302,Wheeler Airlines,Montreal - Hall Lake,Douglas C-54A,5,5,0
11/16/1959,Gulf of Mexico,25.304304,-90.065918,National Airlines,Tampa - New Orleans,Douglas DC-7B,42,42,0
11/16/1959,"Lvov, Ukraine, USSR",49.839683,24.029717,Aeroflot,,Antonov AN-10,40,40,0
11/24/1959,"Chicago, Illinois",41.8781136,-87.6297982,Trans World Airlines,Chicago - Los Angeles,Lockheed L-1049H Super Constellation,3,3,8
12-01-1959,"Willamsport, Pennsylvania",41.2411897,-77.0010786,Allegheny Airlines,Harrisburg - Willamsport,Martin 202,26,25,0
12-08-1959,"Off Cartagena, Colombia",10.3932277,-75.4832311,Sociedad Aeronautica Medellin,San Andres Island - Cartagena,Curtiss C-46A,45,45,0
12/13/1959,"Near Tashkent, Uzbekistan, USSR",41.2994958,69.2400734,Aeroflot,Kabul - Tashkent,Ilyushin IL-18,29,29,0
12/17/1959,"Ketchikan, Alaska",55.3422222,-131.6461111,California Aircraft,Juneau - Annette Island,Consolidated PBY-5A Catalina,3,3,0
12/21/1959,"Rome, Italy",41.9027835,12.4963655,Alitalia,Training,Vickers 785D Viscount,2,2,0
12/22/1959,"Rid de Janeiro, Brazil",-22.9068467,-43.1728965,VASP,Rio de Janeiro - Sao Paulo,Vickers Viscount 827 / Fokker AT-6,33,33,10
12/24/1959,"Palembang, Indonesia",-2.9760735,104.7754307,Garuda Indonesia Airlines,,Douglas C-47A,2,1,0
12/31/1959,"Near San Jose de Chiquitos, Bolivia",-17.8348334,-60.7504879,Lloyd Aereo Boliviano,,Douglas DC-3,11,11,0
01-03-1960,"Taksing, India",28.375797,93.247864,Indian Airlines,,Douglas C-47A,9,9,0
01-06-1960,"Wilmington/Bolivia, North Carolina",34.2103894,-77.8868117,National Airlines,New York - Miami,Douglas DC-6B,34,34,0
01-10-1960,Gulf of Sirte,31.5,18,Military - U.S. Army,Misurata - Benghazi,de Havilland Canada U-1A Otter,10,10,0
01/18/1960,"Charles City, Virginia",37.3438906,-77.071268,Capital Airlines,Washington D.C. - Norfolk,Vickers Viscount 745D,50,50,0
01/19/1960,"Ankara, Turkey",39.9333635,32.8597419,Scandinavian Airlines (SAS),Istanbul - Ankara,Sud Aviation Caravelle 1,42,42,0
05-11-1973,"Near Semipalatinsk, USSR",50.4233463,80.250811,Aeroflot,,Ilyushin IL-18B,61,61,0
01/21/1960,"Montego Bay, Jamacia",18.4762228,-77.8938895,AVIANCA,Miami - Montigo Bay,Lockheed 1049E Super Constellation,46,37,0
01/26/1960,"Off Bathurst Island, Australia",-11.7365444,130.4312584,Transportes Aéreos de Timor,Darwin - Baucau,de Havilland DH-114 Heron 2D,9,9,0
02-05-1960,"Laguna de Huana-Costa , Boliva",-16.290154,-63.588653,Lloyd Aereo Boliviano,Laguna de Huana-Costa - La Paz,Douglas DC-4,59,59,0
02/26/1960,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,REAL / Military - U.S. Navy,Campos - Rio de Janeiro,Douglas DC-3 / USN R-6D-1,61,61,0
02/26/1960,"Shannon, Ireland",52.7117822,-8.8783365,Alitalia,Shannon - New York City,Douglas DC-7C,52,34,0
02/26/1960,"Lvov, Ukraine, USSR",49.839683,24.029717,Aeroflot,,Antonov AN-10,32,32,0
03/15/1960,"El Refugio, Colombia",4.6665931,-74.0439659,Agencia Interamericana de Aviada,Aracacuara - Villavicencio,Consolidated PBY-5A Catalina,13,6,0
03/16/1960,"Near Tokyo, Japan",35.6761919,139.6503106,All Nippon Airways,Tokyo - Nagoya,Douglas DC-3,33,3,0
03/17/1960,"Near Cannelton, 10 mile SE of Tell City, Indiana",37.9114446,-86.7444321,Northwest Orient Airlines,Chicago - Miami,Lockheed 188C Electra,63,63,0
03/19/1960,"Cordoba, Colombia",8.7509716,-75.8785438,SAMSA,San Andres - Medellin,Curtiss C-46,46,25,0
04-05-1960,"Siuna, Nicaragua",13.7405282,-84.7811621,Lanica,Siuna - Bonanza,Curtiss C-46A-40-CU,18,2,0
04-12-1960,"Pelotas, Brazil",-31.7699685,-52.3312971,Cruzeiro,,Douglas DC-3,22,10,0
04/14/1960,"Taipei ,Taiwan",25.0329636,121.5654268,Military - Royal Thai Air Force,,Douglas DC-4,18,18,0
04/18/1960,"Stephenville, Newfoundland",48.5500734,-58.5761704,Military - U.S. Air Force,"Dover, Delaware - Mildenhall, England",Douglas C-124C Globemaster,9,9,0
04/19/1960,"Bogota, Colombia",4.7109886,-74.072092,Lloyd Aereo Colombiano,Miami - Medellin - Bogota,Curtiss C-46,51,37,0
04/20/1960,"Hickory, North Carolina",35.7344538,-81.3444573,Piedmont Airlines / Private,"Cincinnati, OH - Hickory, NC",Fairchild F-27 / Cessna 310,44,4,0
04/22/1960,"Bunia, Belgian Congo",1.574278,30.2397336,Sobelair SA (Belgium),Cairo - Bunia,Douglas C-54B,35,35,0
04/28/1960,"Near Calabozo, Venezuela",8.9180089,-67.4158925,Linea Aeropostal Venezolana,Maiquetia - Calabozo,Douglas DC-3,13,13,0
05/15/1960,"Jebel Marra, Sudan",12.95,24.27,Balair,Niamey - Khartoum,Douglas DC-4-1009,12,12,0
09-07-1960,"Near Salto, Uruguay",-31.3879469,-57.961187,Aerolineas Argentinas,Asuncion - Buenos Aires,Douglas DC-6,31,31,0
05/18/1960,"El Sosneado, Argentina",-35.0794394,-69.5778661,Transamerican Air Transport,Buenos Aires - Santiago,Curtiss C-46,10,10,0
05/23/1960,"Atlanta, Georgia",33.748752,-84.3876845,Delta Air Lines,Training,Convair CV-880,4,4,0
06-10-1960,"Off  Mackay, Qld. Australia",-21.1433971,149.1868281,Trans Australia Airlines,Rockhampton - MacKay,Fokker F-27 Friendship 100,29,29,0
06/14/1960,"Mt. Gilbert, Alaska",54.2508333,-165.6605556,PacifiNorthern Airlines,Cordova - Anchorage,Lockheed 749A-79-32 Constellation,14,14,0
06/24/1960,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,REAL,Belo Horizonte - Rio de Janeiro,Convair CV-340-62,54,54,0
07-06-1960,"Off Barnegat City, New Jersey",39.7649223,-74.2693297,Military - U.S. Navy,,Goodyear ZPG-3W (airship),21,18,0
07-10-1960,Persian Gulf,26.7505337,51.6834275,Gulf Aviation (Kalinga Airways),Doha - Sharjah,Douglas DC-3,16,16,0
07-11-1960,"Near Quito, Ecuador",-0.1806532,-78.4678382,Military - U.S. Air Force,Bogota - Quito,Douglas C-47B-DK,18,18,0
07/14/1960,"Off Manila, Philippines",14.5995124,120.9842195,Northwest Orient Airlines,Okinawa - Manila,Douglas DC-7C,58,1,0
07/15/1960,"Near Jima, Ethiopia",7.6738908,36.8357927,Ethiopian Airlines,Bulchi - Jimma,Douglas DC-3,11,1,0
07/19/1960,"Near Goma, Zaire",-1.658501,29.2204548,Military - Royal Belgian Air Force,,Fairchild C-119G,41,37,0
07/27/1960,"Forest Park, Illinois",41.8794758,-87.81367,Chicago Helicopter Airways,,Sikorsky S-58C helicopter,13,13,0
07/31/1960,"Near Rimini, Italy",44.0678288,12.5695158,Deutsche Flugdienst,Frankfort - Rimini,Convair CV-240-4,34,1,0
08-01-1960,"Near Tipuani, Bolivia",-15.5641036,-68.0188096,TAM (Bolivia),La Paz - Tipuani,Douglas C-47,6,6,0
08/17/1960,"Kiev, Ukraine, USSR",50.4501,30.5234,Aeroflot,Cairo - Moscow,Ilyushin IL-18,35,35,0
08/17/1960,"Near El Kelaa, Morocco",31.2370612,-6.1261925,Military - French Naval Aviation,,Avro Lancaster 1,20,20,0
08/24/1960,"Off Heraklion, Greece",35.3387352,25.1442126,Don Everall Aviation,"Heraklion, Greece - Cairo, Egypt",Vickers 634 Viking 1B,3,3,0
